id,spec_type,value,unit,context,source_document,extraction_date,confidence_level
484,percentage,8,,"year, 6.3 % CAGR), chlorine sensors ($1.1 B/year, 8 % CAGR), turbidity sensors ($1.4 B/year, 7.2 % CAGR",,2025-11-04T13:11:53.730675,medium
485,percentage,7.2,,"/year, 8 % CAGR), turbidity sensors ($1.4 B/year, 7.2 % CAGR) and dissolved‑oxygen sensors ($1.4 B/year,",,2025-11-04T13:11:53.730675,medium
486,percentage,7,,"CAGR) and dissolved‑oxygen sensors ($1.4 B/year, 7 % CAGR). Predictive maintenance sensors: Vibration",,2025-11-04T13:11:53.730675,medium
487,percentage,6,,"ntenance sensors: Vibration sensors ($560 M/year, 6 % CAGR) and acoustic sensors ($1.5 B/year, 6.4 % CA",,2025-11-04T13:11:53.730675,medium
488,percentage,6.4,,"ear, 6 % CAGR) and acoustic sensors ($1.5 B/year, 6.4 % CAGR); pressure sensors ($2.5 B/year, 6.3 % CAGR)",,2025-11-04T13:11:53.730675,medium
489,percentage,6.3,,"year, 6.4 % CAGR); pressure sensors ($2.5 B/year, 6.3 % CAGR). 4.6 Health‑care & Biosecurity Pico‑sensor",,2025-11-04T13:11:53.730675,medium
490,percentage,6,,or ELISA‑qPCR biosensors: $2.1 B/year market with 6 % CAGR; $773 M NPV. Real‑time vital‑sign sensors (h,,2025-11-04T13:11:53.730675,medium
491,percentage,15,,"re, oxygen saturation, temperature): $9.2 B/year, 15 % CAGR; $4.1 B NPV. The paper suggests additional o",,2025-11-04T13:11:53.730675,medium
492,percentage,42,,year) and automotive LIDAR/radar ($1.2 B/year but 42 % CAGR)—combine high TAM with very high growth. Hig,,2025-11-04T13:11:53.730675,medium
493,percentage,42,,"est‑growing segments include LIDAR/radar sensors (42 % CAGR), IR camera sensors (15 %), humidity sensors",,2025-11-04T13:11:53.730675,medium
494,percentage,15,,"DAR/radar sensors (42 % CAGR), IR camera sensors (15 %), humidity sensors (15 %), solar‑cell optimisatio",,2025-11-04T13:11:53.730675,medium
495,percentage,15,,"AGR), IR camera sensors (15 %), humidity sensors (15 %), solar‑cell optimisation (17 %), and real‑time v",,2025-11-04T13:11:53.730675,medium
496,percentage,17,,"humidity sensors (15 %), solar‑cell optimisation (17 %), and real‑time vital‑sign sensors (15 %). These",,2025-11-04T13:11:53.730675,medium
497,percentage,15,,"isation (17 %), and real‑time vital‑sign sensors (15 %). These are likely to attract early adopters and",,2025-11-04T13:11:53.730675,medium
498,percentage,15,,"atrol SMEC Addressable Market: $ 7.3B/Year, CAGR: 15% NPV 1MP License Value: $ 3.3B Page 3 Navigation &",,2025-11-04T13:11:53.730675,medium
499,percentage,7,,"AHRS) SMEC Addressable Market: $18.7B/Year, CAGR: 7% NPV 1 MP License Value: $3.4B Weapon Systems & Ta",,2025-11-04T13:11:53.730675,medium
500,percentage,6,,"Seekers SMEC Addressable Market: $ 9B/year, CAGR: 6% NPV 1MP License Value: $1.5B Electronic Warfare (",,2025-11-04T13:11:53.730675,medium
501,percentage,7,,"(EW) SMEC Addressable Market: $16.6B/Year, CAGR: 7% NPV 1 MP License Value: $ 3B Platform Control & M",,2025-11-04T13:11:53.730675,medium
502,percentage,5,,"g (SHM) SMEC Addressable Market: $11B/Year, CAGR: 5% NPV 1 MP License Value: $ 1.6B BY SENSOR TYPEe El",,2025-11-04T13:11:53.730675,medium
503,percentage,5,,"al Imaging SMEC Addressable Market: $13.8B, CAGR: 5% NPV 1 MP License Value: $2B Page 4 Radar Sensors",,2025-11-04T13:11:53.730675,medium
504,percentage,5,,"r Lidar SMEC Addressable Market: $12B/Year, CAGR: 5% NPV 1MP License Value: $1.7B Inertial Sensors Gyr",,2025-11-04T13:11:53.730675,medium
505,percentage,5,,"nations SMEC Addressable Market: $12B/Year, CAGR: 5% NPV 1MP License Value: $1.7B Pressure Sensors Abs",,2025-11-04T13:11:53.730675,medium
506,percentage,8.2,,"rential SMEC Addressable Market: $2.9B/Year, CAGR:8.2% NPV 1MP License Value: $600M Acoustic & Sonar Sen",,2025-11-04T13:11:53.730675,medium
507,percentage,5,,"ensors SMEC Addressable Market: $1.8B/Year, CAGR: 5% NPV 1 MP License Value: $260M Chemical & Biologic",,2025-11-04T13:11:53.730675,medium
508,percentage,5,,"sors SMEC Addressable Market: $ 2.1B/Year, CAGR:  5% NPV 1 MP License Value: $300M Page 5 Fiber Optic",,2025-11-04T13:11:53.730675,medium
509,percentage,5,,"ensors SMEC Addressable Market: $1.2B/Year, CAGR: 5% NPV 1 MP License Value: $172M MEMS (Micro-Electro",,2025-11-04T13:11:53.730675,medium
510,percentage,12,,"phones SMEC Addressable Market: $16.3B/Year, CAGR:12% NPV 1 MP License Value: $ 5.1B BY PLATFORM Space/",,2025-11-04T13:11:53.730675,medium
511,percentage,5,,"ockets) SMEC Addressable Market: $12B/Year, CAGR: 5% NPV 1 MP License Value: $ 1.7B Land Platforms Mil",,2025-11-04T13:11:53.730675,medium
512,percentage,24,,"stems SMEC Addressable Market: $13.1B/Year, CAGR: 24% NPV 1 MP License Value: $ 17.3B Naval Platforms S",,2025-11-04T13:11:53.730675,medium
513,percentage,6.1,,"ehicles SMEC Addressable Market: 45.2B/Year, CAGR:6.1% NPV 1MP MP License Value: 7.3B Page 6 BY TECHNOLO",,2025-11-04T13:11:53.730675,medium
514,percentage,6,,"ting) SMEC Addressable Market: $20.8B/Year, CAGR: 6% NPV 1 MP License Value: $ 3.3B Emerging/Future Qu",,2025-11-04T13:11:53.730675,medium
515,percentage,7,,"nsors SMEC Addressable Market: $ 575M/Year, CAGR: 7% NPV License Value: $ 102M Civilian Aviation Dual",,2025-11-04T13:11:53.730675,medium
516,percentage,6.9,,"llites SMEC Addressable Market: $3.7B/Year, CAGR: 6.9% NPV License Value: $ 650M SMEC Use Cases in Missi",,2025-11-04T13:11:53.730675,medium
517,percentage,13,,"nsors: SMEC Addressable Market: $ 1.2B/Year, CAGR 13% NPV 1MP License Value: Thermal CTM Sensors: SMEC",,2025-11-04T13:11:53.730675,medium
518,percentage,8,,"sors: SMEC Addressable Market: $ 1.4B/Year, CAGR, 8% NPV 1MP License Value: Acoustic DAS Sensors: SMEC",,2025-11-04T13:11:53.730675,medium
519,percentage,8,,"sors: SMEC Addressable Market: $ 1.5B/Year, CAGR: 8% NPV 1MP License Value: Page 8 Differential Pressu",,2025-11-04T13:11:53.730675,medium
520,percentage,8,,"nsors: SMEC Addressable Market: $1.9B/Year, CAGR: 8% NPV 1MP License Value: Liquid Leak Detection Sens",,2025-11-04T13:11:53.730675,medium
521,percentage,13,,"sors: SMEC Addressable Market: $ 600M/Year, CAGR: 13% NPV 1MP License Value: Rack Power Usage Efficienc",,2025-11-04T13:11:53.730675,medium
522,percentage,8,,"sors: SMEC Addressable Market: $ 4.8B/Year, CAGR: 8% NPV 1MP License Value: IR Motion Sensors: SMEC Ad",,2025-11-04T13:11:53.730675,medium
523,percentage,8,,"ensors: SMEC Addressable Market: $ 2B/Year, CAGR: 8% NPV 1MP License Value: 5G/6G CDMA TELECOMMUNICATI",,2025-11-04T13:11:53.730675,medium
524,percentage,11,,"TIONS SMEC Addressable Market: $ 6.2B/Year, CAGR: 11% NPV 1 MP License Value: $ 1.7B DEPARTMENT OF TRAN",,2025-11-04T13:11:53.730675,medium
525,percentage,5,,"NSORS: SMEC Addressable Market: $ 31B/Year, CAGR: 5% NPV 1 MP License Value: AGGREGATE NORTH AMERICA A",,2025-11-04T13:11:53.730675,medium
526,percentage,8.2,,"NSORS: SMEC Addressable Market: $ 7.1B/Year, CAGR:8.2% NPV 1MP License Value: BY CARMAKER (US/EU) FORD:",,2025-11-04T13:11:53.730675,medium
527,percentage,8.2,,"FORD: SMEC Addressable Market: $525M/Year, CAGR: 8.2% NPV 1MP License Value: GENERAL MOTORS: SMEC Addre",,2025-11-04T13:11:53.730675,medium
528,percentage,8.2,,"TORS: SMEC Addressable Market: $ 312M/Year, CAGR: 8.2% NPV 1MP License Value: STELLANTIS: SMEC Addressab",,2025-11-04T13:11:53.730675,medium
529,percentage,8,,"ANTIS: SMEC Addressable Market: $500M/Year, CAGR: 8% NPV 1MP License Value: TESLA: SMEC Addressable Ma",,2025-11-04T13:11:53.730675,medium
530,percentage,8.3,,"ESLA: SMEC Addressable Market: $ 500M/Year, CAGR: 8.3% NPV 1MP License Value: HYUNDAI: SMEC Addressable",,2025-11-04T13:11:53.730675,medium
531,percentage,8.2,,"NDAI: SMEC Addressable Market: $ 200M/Year, CAGR: 8.2% NPV 1MP License Value: HONDA: SMEC Addressable Ma",,2025-11-04T13:11:53.730675,medium
532,percentage,8.2,,"ONDA: SMEC Addressable Market: $ 400M/Year, CAGR: 8.2% NPV 1 MP License Value: VOLKSWAGEN GROUP: SMEC Ad",,2025-11-04T13:11:53.730675,medium
533,percentage,8.2,,"ROUP: SMEC Addressable Market: $ 280M/Year, CAGR: 8.2% NPV 1MP License Value: BMW GROUP: SMEC Addressabl",,2025-11-04T13:11:53.730675,medium
534,percentage,8,,"ROUP: SMEC Addressable Market: $ 380M/Year, CAGR: 8% NPV 1MP License Value: MERCEDES-BENZ GROUP: SMEC",,2025-11-04T13:11:53.730675,medium
535,percentage,8.3,,"UP: SMEC Addressable Market: $ $ 390M/Year, CAGR: 8.3% NPV 1Mp License Value: TOYOTA GROUP: SMEC Address",,2025-11-04T13:11:53.730675,medium
536,percentage,8.3,,"ROUP: SMEC Addressable Market: $ 460M/Year, CAGR: 8.3% NPV 1MP License Value: RENAULT/NISSAN:/MITSUBISHI",,2025-11-04T13:11:53.730675,medium
537,percentage,8.2,,"ISHI: SMEC Addressable Market: $ 240M/Year, CAGR; 8.2% NPV 1Mp License Value: BY SENSOR TYPES: Optical F",,2025-11-04T13:11:53.730675,medium
538,percentage,8.6,,"nsors: SMEC Addressable Market: $4.2B/Year, CAGR: 8.6%, NPV 1MP License Value: External Temperature Mana",,2025-11-04T13:11:53.730675,medium
539,percentage,6,,"sors: SMEC Addressable Market: $ 2.3B/Year, CAGR: 6% NPV 1MP License Value: Humidity Sensors: SMEC Add",,2025-11-04T13:11:53.730675,medium
540,percentage,15,,"sors: SMEC Addressable Market: $ 7.3B/Year, CAGR: 15% NPV 1MP License Value: IR Camera Sensors: SMEC Ad",,2025-11-04T13:11:53.730675,medium
541,percentage,15,,"sors: SMEC Addressable Market: $ 8.8B/Year, CAGR: 15% NPV 1MP License Value: LIDAR/Radar Sensors: SMEC",,2025-11-04T13:11:53.730675,medium
542,percentage,42,,"nsors: SMEC Addressable Market: $1.2B/Year, CAGR: 42% NPV 1MP License Value: Ultrasonic Sensors: SMEC A",,2025-11-04T13:11:53.730675,medium
543,percentage,9.2,,"sors: SMEC Addressable Market: $ 530M/Year, CAGR: 9.2% NPV 1MP License Value: GPS/GNSS Navigation/IMU Se",,2025-11-04T13:11:53.730675,medium
544,percentage,8.3,,"nsors: SMEC Addressable Market: $ 16B/Year, CAGR: 8.3% NPV 1MP License Value: Page 10 MARITIME TRANSPORT",,2025-11-04T13:11:53.730675,medium
545,percentage,8.2,,"HIPS: SMEC Addressable Market: $35.8B/Year, CAGR: 8.2% NPV 1 MP License Value: $ 7.3B RAIL TRANSPORT SME",,2025-11-04T13:11:53.730675,medium
546,percentage,6,,"NSPORT SMEC Addressable Market: $4.3B/Year, CAGR: 6% NPV 1 MP License Value: $ 690M DEPARTMENT OF ENER",,2025-11-04T13:11:53.730675,medium
547,percentage,11.8,,"er): SMEC Addressable Market: $ 21.4B/Year, CAGR: 11.8% NPV 1MP License Value: Fault Detection Sensors: S",,2025-11-04T13:11:53.730675,medium
548,percentage,8,,"nsors: SMEC Addressable Market: $ 22B/Year, CAGR: 8% NPV 1MP License Value: Grid Asset Monitoring Sens",,2025-11-04T13:11:53.730675,medium
549,percentage,19,,"sors: SMEC Addressable Market: $ 3.6B/Year, CAGR: 19% NPV 1MP License Value: Grid Load Monitoring Senso",,2025-11-04T13:11:53.730675,medium
550,percentage,5.4,,"sors: SMEC Addressable Market: $ 5.8B/Year, CAGR: 5.4% NPV 1MP License Value: Page 11 Distributed Energy",,2025-11-04T13:11:53.730675,medium
551,percentage,13,,"rs: SMEC Addressable Market: $ $ 800M/Year, CAGR: 13% NPV 1MP License Value: Solar Cell Optimization SM",,2025-11-04T13:11:53.730675,medium
552,percentage,17,,"zation SMEC Addressable Market: $ 95B/Year, CAGR: 17% NPV 1MP License Value: $ 54B Advanced Battery Sto",,2025-11-04T13:11:53.730675,medium
553,percentage,21,,target energy storage density improvement between 21% and 37% and energy retrieval time improvement of,,2025-11-04T13:11:53.730675,medium
554,percentage,37,,nergy storage density improvement between 21% and 37% and energy retrieval time improvement of up to 46,,2025-11-04T13:11:53.730675,medium
555,percentage,46,,7% and energy retrieval time improvement of up to 46%. It is anticipated that the SMEC design will oper,,2025-11-04T13:11:53.730675,medium
556,percentage,9,,"lipsoid SMEC Addressable Market: $25B/Year, CAGR: 9% NPV 1 MP License Value: $5.6B Small Modular Nucle",,2025-11-04T13:11:53.730675,medium
557,percentage,8,,"eactors SMEC Addressable Market: $10B/Year, CAGR: 8% NPV 1MP License Value: $ 2B Carbon Sequestration:",,2025-11-04T13:11:53.730675,medium
558,percentage,8,,"SMEC Addressable Market Value: $3.5B/Year, CAGR: 8% NPV 1 MP License Value: $ 670M Utility Scale Sola",,2025-11-04T13:11:53.730675,medium
559,percentage,14.3,,"oring SMEC Addressable Market: $ 8.7B/Year, CAGR: 14.3% NPV 1 MP License Value: $ 3.6B Page 12 Oil & Gas",,2025-11-04T13:11:53.730675,medium
560,percentage,6,,"pection SMEC Addressable Market: $11B/Year, CAGR: 6% NPV 1 MP License Value: $ 1.8B CISA/CRITICAL MANU",,2025-11-04T13:11:53.730675,medium
561,percentage,8.7,,"ncing. SMEC Addressable Market: $1.5B/Year, CAGR: 8.7% NPV 1 MP License Value: $ 742M Factory Automation",,2025-11-04T13:11:53.730675,medium
562,percentage,6,,"tion: SMEC Addressable Market: $25.5B/Year, CAGR: 6% NPV 1 MP License Value: $4.1B Quality Control SME",,2025-11-04T13:11:53.730675,medium
563,percentage,6,,"ntrol SMEC Addressable Market: $10.5B/Year, CAGR: 6% NPV 1MP License Value: $ 1.7B CISA/WATER AND WAST",,2025-11-04T13:11:53.730675,medium
564,percentage,6,,"nsors: SMEC Addressable Market: $1.2B/Year, CAGR: 6% NPV MP License Value: $442M Page 13 Desalination",,2025-11-04T13:11:53.730675,medium
565,percentage,15,,"d layered oxygenated graphene material (typically 15% graphene, 80% oxidized domains), producible in mo",,2025-11-04T13:11:53.730675,medium
566,percentage,80,,"enated graphene material (typically 15% graphene, 80% oxidized domains), producible in monolayer and st",,2025-11-04T13:11:53.730675,medium
567,percentage,99.9,,"le in polyamide membrane materials) and providing 99.9% salt rejection, in all 6 major salt rejection mec",,2025-11-04T13:11:53.730675,medium
568,percentage,6,,"A-QPCR SMEC Addressable Market: $2.1B/Year, CAGR: 6% NPV 1 MP License Value: $773M Medical Devices/Pat",,2025-11-04T13:11:53.730675,medium
569,percentage,15,,"sors: SMEC Addressable Market: $ 9.2B/Year, CAGR: 15% NPV 1 MP License Value: Diabetes Continuous Gluco",,2025-11-04T13:11:53.730675,medium
570,percentage,19,,"ors: SMEC Addressable Market: $ 13.7B/Year, CAGR: 19% NPV 1 MP License Value: ECG/EEG Electrochemical C",,2025-11-04T13:11:53.730675,medium
571,percentage,13,,"sors: SMEC Addressable Market: $ 1.5B/Year, CAGR: 13% NPV 1MP License Value: Page 14 Wearable Sensors (",,2025-11-04T13:11:53.730675,medium
572,percentage,13.5,,"leep) SMEC Addressable Market: $ 3.9B/Year, CAGR: 13.5% NPV 1MP License Value: Rehabilitation Care Sensor",,2025-11-04T13:11:53.730675,medium
573,percentage,9.5,,"sors: SMEC Addressable Market: $ 1.2B/Year, CAGR: 9.5% Robotic Surgical Tools/Diagnostic Equipment SMEC",,2025-11-04T13:11:53.730675,medium
574,percentage,6,,"quipment SMEC Addressable Market: $8B/Year, CAGR: 6% NPV 1 MP License Value: $ 1.3B Blood Management S",,2025-11-04T13:11:53.730675,medium
575,percentage,11.8,,"toring SMEC Addressable Market: $2.9B/Year, CAGR: 11.8% NPV 1 MP License Value: $890M E.  CII NIKET NON-R",,2025-11-04T13:11:53.730675,medium
576,percentage,2,,precursor-specific; target stoichiometry error \<±2%. Anneal: Nanoimprint: Pico/Nano 3D-Printing using,,2025-11-04T13:11:53.730675,medium
577,percentage,50,,s: IT/Servers CPU/GPU and RAM Power Reduction: 40-50% HVAC/Chillers/Fans/Pumps Power Reduction: 30% UPS,,2025-11-04T13:11:53.730675,medium
578,percentage,30,,40-50% HVAC/Chillers/Fans/Pumps Power Reduction: 30% UPS/Transformer/PDU Power Reduction: 10% Routers/,,2025-11-04T13:11:53.730675,medium
579,percentage,10,,duction: 30% UPS/Transformer/PDU Power Reduction: 10% Routers/Switches/Firewalls Power Reduction: 5% St,,2025-11-04T13:11:53.730675,medium
580,percentage,5,,: 10% Routers/Switches/Firewalls Power Reduction: 5% Storage HD/SSD Power Reduction: 5% Q-SMEC Physics,,2025-11-04T13:11:53.730675,medium
581,percentage,5,,wer Reduction: 5% Storage HD/SSD Power Reduction: 5% Q-SMEC Physics Parameter Optimization Values Targ,,2025-11-04T13:11:53.730675,medium
582,percentage,15,,"ance (ISR): Annual market of $7.3 billion, with a 15% Compound Annual Growth Rate (CAGR), licensing Net",,2025-11-04T13:11:53.730675,medium
583,percentage,7,,"fare (EW): Annual market of $16.6 billion, with a 7% CAGR, licensing NPV of $3 billion. Navigation: An",,2025-11-04T13:11:53.730675,medium
584,percentage,7,,"avigation: Annual market of $18.7 billion, with a 7% CAGR, licensing NPV of $3.4 billion. Platform Mon",,2025-11-04T13:11:53.730675,medium
585,percentage,5,,"Monitoring: Annual market of $11 billion, with a 5% CAGR, licensing NPC of $2.7 billion AI/Data Cente",,2025-11-04T13:11:53.730675,medium
586,percentage,13,,"l Management: Annual market of $ 19.6 billion, 11-13% CAGR, licensing NPV of 3.3B 4.2 Energy and Utilit",,2025-11-04T13:11:53.730675,medium
587,percentage,17,,"ptimization: Annual market of $95 billion, with a 17% CAGR Battery Storage: Annual market of $25 billio",,2025-11-04T13:11:53.730675,medium
588,percentage,9,,"ery Storage: Annual market of $25 billion, with a 9% CAGR, licensing NPV of $5.6 billion. Microgrids:",,2025-11-04T13:11:53.730675,medium
589,percentage,6,,"Microgrids: Annual market of $11 billion, with a 6% CAGR, licensing NPV of $1.8 billion. Small Modula",,2025-11-04T13:11:53.730675,medium
590,percentage,8,,"ors (SMRs): Annual market of $10 billion, with an 8% CAGR. 4.3 Water and Environment Desalination Memb",,2025-11-04T13:11:53.730675,medium
591,percentage,6,,"Membranes: Annual market of $20.6 billion, with a 6% CAGR, licensing NPV of $3.3 billion. Real-Time Wa",,2025-11-04T13:11:53.730675,medium
592,percentage,42,,"IDAR/Radar: Annual market of $1.2 billion, with a 42% CAGR, licensing NPV of $13.8 billion. Total Autom",,2025-11-04T13:11:53.730675,medium
593,percentage,5,,"ive Sensors: Annual market of $31 billion, with a 5% CAGR CII NIKET North America LLC PROPRIETARY ANNE",,2025-11-04T13:11:53.730675,medium
594,cagr,42,,"Market: $30B+ annually, strong growth in Lidar (42% CAGR). Energy & Utilities
 Smart grid, microgrids, fau",,2025-11-04T13:11:53.730675,medium
595,cagr,15,,"al Use Case Layer Defense / Intel ISR ($7.3B TAM, 15% CAGR). Navigation (IMU, GNSS, AHRS). EW ($16.6B TAM).",,2025-11-04T13:11:53.730675,medium
596,cagr,42,,"otive sensors ($31B TAM). LIDAR/Radar ($1.2B TAM, 42% CAGR). Aviation (ISR, GNSS). Maritime monitoring ($35B",,2025-11-04T13:11:53.730675,medium
597,cagr,15,,"llance, Reconnaissance): Market ~$7.3 B/year with 15 % CAGR; NPV for a 1M‑patent license is $3.3 B. Navigatio",,2025-11-04T13:11:53.730675,medium
598,cagr,7,,HRS applications yield a $18.7 B/year market with 7 % CAGR and $3.4 B NPV. Weapon systems/targeting: Targeti,,2025-11-04T13:11:53.730675,medium
599,cagr,6,,"nd missile seekers constitute a $9 B/year market, 6 % CAGR. Electronic warfare: $16.6 B/year, 7 % CAGR. Plat",,2025-11-04T13:11:53.730675,medium
600,cagr,7,,"rket, 6 % CAGR. Electronic warfare: $16.6 B/year, 7 % CAGR. Platform control & monitoring (flight controls,",,2025-11-04T13:11:53.730675,medium
601,cagr,5,,"on and structural‑health monitoring): $11 B/year, 5 % CAGR. Sensor‑type breakdown: EO/IR sensors ($13.8 B, 5",,2025-11-04T13:11:53.730675,medium
602,cagr,5,,"R. Sensor‑type breakdown: EO/IR sensors ($13.8 B, 5 % CAGR); radar sensors including LIDAR ($12 B, 5 % CAGR)",,2025-11-04T13:11:53.730675,medium
603,cagr,5,,"5 % CAGR); radar sensors including LIDAR ($12 B, 5 % CAGR); inertial sensors ($12 B, 5 % CAGR); pressure se",,2025-11-04T13:11:53.730675,medium
604,cagr,5,,"LIDAR ($12 B, 5 % CAGR); inertial sensors ($12 B, 5 % CAGR); pressure sensors ($2.9 B, 8.2 % CAGR); acoustic",,2025-11-04T13:11:53.730675,medium
605,cagr,8.2,,"sors ($12 B, 5 % CAGR); pressure sensors ($2.9 B, 8.2 % CAGR); acoustic/sonar sensors ($1.8 B, 5 % CAGR); chem",,2025-11-04T13:11:53.730675,medium
606,cagr,5,,"9 B, 8.2 % CAGR); acoustic/sonar sensors ($1.8 B, 5 % CAGR); chemical/biological sensors ($2.1 B, 5 % CAGR).",,2025-11-04T13:11:53.730675,medium
607,cagr,5,,", 5 % CAGR); chemical/biological sensors ($2.1 B, 5 % CAGR). These markets indicate multiple licensing oppor",,2025-11-04T13:11:53.730675,medium
608,cagr,5,,global automotive sensors: $31 B/year market with 5 % CAGR; NPV $4.3 B. North America automotive sensors: $7,,2025-11-04T13:11:53.730675,medium
609,cagr,8.2,,erica automotive sensors: $7.1 B/year market with 8.2 % CAGR; NPV $1.4 B. Sensor‑specific markets: LIDAR/Radar,,2025-11-04T13:11:53.730675,medium
610,cagr,42,,"LIDAR/Radar sensors – $1.2 B/year but a striking 42 % CAGR and $13.8 B NPV; humidity sensors – $7.3 B/year,",,2025-11-04T13:11:53.730675,medium
611,cagr,15,,"and $13.8 B NPV; humidity sensors – $7.3 B/year, 15 % CAGR, $3.25 B NPV; IR camera sensors – $8.8 B/year, 15",,2025-11-04T13:11:53.730675,medium
612,cagr,15,,"GR, $3.25 B NPV; IR camera sensors – $8.8 B/year, 15 % CAGR, $3.9 B NPV; GPS/GNSS/IMU navigation sensors – $1",,2025-11-04T13:11:53.730675,medium
613,cagr,8.3,,"PV; GPS/GNSS/IMU navigation sensors – $16 B/year, 8.3 % CAGR, $3.3 B NPV. The high growth rates of LIDAR, IR a",,2025-11-04T13:11:53.730675,medium
614,cagr,11.8,,"emperature, voltage, power): $21.4 B/year market; 11.8 % CAGR; $6.6 B NPV. Fault‑detection sensors: $22 B/year,",,2025-11-04T13:11:53.730675,medium
615,cagr,8,,"$6.6 B NPV. Fault‑detection sensors: $22 B/year, 8 % CAGR, $4.4 B NPV. Grid asset‑monitoring sensors: $3.6",,2025-11-04T13:11:53.730675,medium
616,cagr,19,,"NPV. Grid asset‑monitoring sensors: $3.6 B/year, 19 % CAGR, $2.6 B NPV. Solar‑cell optimisation: The largest",,2025-11-04T13:11:53.730675,medium
617,cagr,17,,sation: The largest single market—$95 B/year with 17 % CAGR and $54 B NPV—reflecting global demand for improv,,2025-11-04T13:11:53.730675,medium
618,cagr,9,,in retrieval time; the market is $25 B/year with 9 % CAGR and $5.6 B NPV. Small modular nuclear reactors (S,,2025-11-04T13:11:53.730675,medium
619,cagr,8,,"dular nuclear reactors (SMRs): $10 B/year market, 8 % CAGR, $2 B NPV. Utility‑scale solar and wind turbine m",,2025-11-04T13:11:53.730675,medium
620,cagr,14.3,,"e solar and wind turbine monitoring: $8.7 B/year, 14.3 % CAGR, $3.6 B NPV. Facilities energy management: Lighti",,2025-11-04T13:11:53.730675,medium
621,cagr,11.6,,"nagement: Lighting‑controls sensors ($3.7 B/year, 11.6 % CAGR) and HVAC‑control sensors ($4.2 B/year, 6 % CAGR)",,2025-11-04T13:11:53.730675,medium
622,cagr,6,,".6 % CAGR) and HVAC‑control sensors ($4.2 B/year, 6 % CAGR). 4.4 Critical Manufacturing & Mining Strategic m",,2025-11-04T13:11:53.730675,medium
623,cagr,8.7,,vey lines. Addressable market is $1.5 B/year with 8.7 % CAGR and $742 M NPV. Factory automation/SCADA optimisa,,2025-11-04T13:11:53.730675,medium
624,cagr,6,,tion/SCADA optimisation: $25.5 B/year market with 6 % CAGR; $4.1 B NPV. Quality‑control sensors: $10.5 B/yea,,2025-11-04T13:11:53.730675,medium
625,cagr,6,,"4.1 B NPV. Quality‑control sensors: $10.5 B/year, 6 % CAGR, $1.7 B NPV. 4.5 Water & Wastewater Hydrology/wat",,2025-11-04T13:11:53.730675,medium
626,cagr,6,,"r Hydrology/water deposit detection: $1.2 B/year, 6 % CAGR. Desalination materials: The paper describes a la",,2025-11-04T13:11:53.730675,medium
627,cagr,6,,"s). The desalination market is $20.6 B/year with ~6 % CAGR, NPV $3.3 B. Real‑time water‑quality sensors: pH",,2025-11-04T13:11:53.730675,medium
628,cagr,6.3,,"e water‑quality sensors: pH sensors ($1.5 B/year, 6.3 % CAGR), chlorine sensors ($1.1 B/year, 8 % CAGR), turbi",,2025-11-04T13:11:53.730675,medium
629,cagr,8,,"year, 6.3 % CAGR), chlorine sensors ($1.1 B/year, 8 % CAGR), turbidity sensors ($1.4 B/year, 7.2 % CAGR) and",,2025-11-04T13:11:53.730675,medium
630,cagr,7.2,,"/year, 8 % CAGR), turbidity sensors ($1.4 B/year, 7.2 % CAGR) and dissolved‑oxygen sensors ($1.4 B/year, 7 % C",,2025-11-04T13:11:53.730675,medium
631,cagr,7,,"CAGR) and dissolved‑oxygen sensors ($1.4 B/year, 7 % CAGR). Predictive maintenance sensors: Vibration senso",,2025-11-04T13:11:53.730675,medium
632,cagr,6,,"ntenance sensors: Vibration sensors ($560 M/year, 6 % CAGR) and acoustic sensors ($1.5 B/year, 6.4 % CAGR);",,2025-11-04T13:11:53.730675,medium
633,cagr,6.4,,"ear, 6 % CAGR) and acoustic sensors ($1.5 B/year, 6.4 % CAGR); pressure sensors ($2.5 B/year, 6.3 % CAGR). 4.6",,2025-11-04T13:11:53.730675,medium
634,cagr,6.3,,"year, 6.4 % CAGR); pressure sensors ($2.5 B/year, 6.3 % CAGR). 4.6 Health‑care & Biosecurity Pico‑sensor ELISA",,2025-11-04T13:11:53.730675,medium
635,cagr,6,,or ELISA‑qPCR biosensors: $2.1 B/year market with 6 % CAGR; $773 M NPV. Real‑time vital‑sign sensors (heart,,2025-11-04T13:11:53.730675,medium
636,cagr,15,,"re, oxygen saturation, temperature): $9.2 B/year, 15 % CAGR; $4.1 B NPV. The paper suggests additional opport",,2025-11-04T13:11:53.730675,medium
637,cagr,42,,year) and automotive LIDAR/radar ($1.2 B/year but 42 % CAGR)—combine high TAM with very high growth. High CAG,,2025-11-04T13:11:53.730675,medium
638,cagr,42,,"est‑growing segments include LIDAR/radar sensors (42 % CAGR), IR camera sensors (15 %), humidity sensors (15",,2025-11-04T13:11:53.730675,medium
639,cagr,15,,"al Use Case Layer Defense / Intel ISR ($7.3B TAM, 15% CAGR). Navigation (IMU, GNSS, AHRS). EW ($16.6B TAM).",,2025-11-04T13:11:53.730675,medium
640,cagr,42,,"otive sensors ($31B TAM). LIDAR/Radar ($1.2B TAM, 42% CAGR). Aviation (ISR, GNSS). Maritime monitoring ($35B",,2025-11-04T13:11:53.730675,medium
